,sentiment,content
5092,0,gavinholt wish outside
5093,0,mind playing trick me or could be either way ish mind heavy sleepy
5094,0,dammit cant watch stadium music
5095,1,finally going home long night ready crash awesome dream
5096,0,well guess heading la weekend doubt get go p blog meet greet
5097,1,first sleep spending day mom since mother day all might even chinese
5098,0,thesvillenews http twitpic com kb sad day great guy enthusiastic teacher
5099,0,apparently degree kilkenny now comedy would great remedy boredom hell leave kilkenny
5100,1,paceyy yeah know thing would much easier way bored boy playing tekenen i can t spell it
5101,1,balmeras weekend quiet planning new website today research choosing hat coffee hat sound good though kettle
5102,1,quot dream better world coming quot someone could live word dude
5103,0,kelleyviolet suck thundering here getting ready shut down
5104,0,richardmadeley oh final msg review boardgame bookchaseï¿½ telly even get nice letter
5105,1,gps post prom
5106,1,idmoore enjoy day too prob see u top glyders pint me gotta drive straight back got dog stuff sunday
5107,1,nizhonipetphoto wannna go wanna go anywhere jersey
5108,0,food house sugar ant
5109,0,say quot we close quot mean quot come quot ffs people also rip polly
5110,1,thaboyophicial good eatin hey follow son pzy
5111,0,oh also here s clip new moon trailer can t watch cuz work http bit ly wxal
5112,1,fallenstar got that s following feel special
5113,1,jessums yup working recover anything though
5114,0,nooo ill must paracetamol nice weather today though
5115,0,aw zach feeling well hope get better babysitting canceled
5116,1,williamfdevault sent twitter invite poet friend hoping come poetize would love see poet poet
5117,1,got bunch present mail mama excited open birthday day
5118,1,hope coming piggy flu eye red neck longer hold heavy head time sleep sogni d oro all
5119,1,tatylicious hey chick going ja pick hot guy eat jerk pork festival well already hot guy
5120,0,work mad blocking site fun blocking facebook twitter amp youtube
5121,1,passed driver test drive oh wait turn till october
5122,1,sweetlilmzmia thanks song youï¿½re awesome sing along day
5123,0,jayceiinc im disgusted well baron spelling lesson homie haha quot effort quot quot team quot r u shwasty shloshed love
5124,0,feeling really dizzy soo good
5125,0,sickk tomorrow disaster get better
5126,1,getting ready go read pray go bed enjoy rest night
5127,1,jbcp separate desk computer side room short divider but thinking need extend ceiling
5128,0,rawrrgasmic dreary monday morning slept like crap give break
5129,0,ugh hungry scarfed lunch even thought take pic feastfriday
5130,0,leslie pearlman mow love mow
5131,1,lmao ummmm nothing
5132,0,danielradcliffe snitchsneeker photo cool but dang what s comment chest hair that s creepy
5133,1,missxmarisa scone afternoon great gonna make cupcake week wednesday
5134,0,ankurb english screwed overall percentage x xii probably adm test too shit happens
5135,0,wal mart orientation it s work seriously this suck
5136,1,safig lol wat vibe doin atlantic amp where s ur shirt twitter pic lol
5137,0,alexandergwhite daaammmnnnnn wish there
5138,0,brran really suck think might cry skipped anything important have comp getting disposable
5139,1,rliversidge great stuff can t wait hear it
5140,0,tryin fall asleep work
5141,0,exhausted hour work week
5142,1,going church morning happy momma day almost
5143,1,kat haaa awesome remember brother got given woody got upset cause got buzz got lmfao
5144,1,done positive affirmation back japanese yay bank holiday monday
5145,0,mouth hurt wish could cut head
5146,1,every mom mommy mother happy mother s day hope something special fun today
5147,1,tferthomas thank you
5148,1,ice skating last show part morning mozart awesome can t wait friday saturday love u
5149,1,beautiful stay inside
5150,1,dayteed cool linux
5151,1,codingvictim nice back
5152,1,caldjr yeh
5153,0,know neck jacked forced pay parking bc can t turn head parallel park free space
5154,1,sentimentalizzy lady water pure b remember enjoying film
5155,1,susiecheng need simple reminder thx
5156,0,jowork oh gon com back again and yo azz betta make vid yo prom boy
5157,0,spanish crap
5158,0,valholla that s sad kind mess getting weekend
5159,0,oh darn lost another follower
5160,1,hungrygirl that s bad movie s really pretty good scared away even people costume
5161,1,babyexpat commercial shoot tokyo much time play quick dirty
5162,1,tuffyr cute manly cute course reminds scion
5163,0,cried eye watching girl last period hahah
5164,1,xennyeh fuck yeah dude would ask wa already fucking know how re you
5165,1,indiepixie omg roach room first time ever apartment today hope patricia luck next
5166,0,phillyreds sad true
5167,1,alhamdulilah got accepted nafa
5168,0,uwbadgerkelly chip sale w o
5169,1,happy happy joy joy good enough
5170,1,rikmach yeah remember hug
5171,1,perfect show you enjoy
5172,0,wrote lyric new song exciting i slept full stomach worst feeling waking still feeling full euggh
5173,0,plan evening dinner shopping dress shirt watching up going bed plan saturday funeral friend
5174,0,think getting cold
5175,0,head hurt
5176,1,parentbynature lovely
5177,0,nanaimo day missing son already havent even left yet
5178,0,damn wish botcon everyone
5179,1,jasonbradbury addicted sociable
5180,0,babysitting dog they place
5181,1,oh happy day nice weather smiling happy baby icecream later
5182,0,gained lb wish could afford something top ramen job
5183,1,xoshattered missed you today greatest day ever im burnt shit lmfao nice tan ride hr lt
5184,0,scrapshoppeetsy rt heart past day etsy boo hoo totally
5185,1,vacation over looking forward next one
5186,0,thank google adsense payment aussie dollar strong
5187,1,got home another amazing night
5188,1,yehey summer exciteeeddd balme a a a a a alcohol
5189,0,demi super girl like french fan
5190,1,yum whole box cooky
5191,1,making margarita watch milk good time
5192,0,watermelon haha twitter hard though it
5193,1,slice pizza movie star trek shared hot fudge sundae sundae house saturday night date night
5194,0,arundo donax puppy freaking adorable want let go fuzzypuppy
5195,1,dw funny
5196,1,djclichedarknes good homemade flour tortilla age
5197,1,huhuhu still working get new client motion graphic
5198,1,really really ready
5199,1,saw new star trek movie good zachary quinto amazingggg
5200,0,can t fucking concentrate damn heat cooler job
5201,1,amazondotjon http twitpic com jcd whoaaaaaaaaaaa ryan see smile
5202,1,welsh lottie one favourite pastime weekend long weekend monday ice show w g daughter
5203,1,arielm happy happy birthday
5204,0,dreary bus ride home im rubbing eye least spend day school hr well spent
5205,0,laundry time lot it
5206,0,trying fix sister s ipod phoenix tomorrow morning am hopefully actually get play tournament stupid fence
5207,1,pink ur show r amazin keep x
5208,0,infobunny ouch realising sheltered upbringing wa
5209,1,latest saw animal collective oakland amazing now trying clean room
5210,1,recollecting jog a m almost perfect except unkown type hanging vehicle much mental noise mile jog
5211,1,takaki i yeah poor yao hope u fun looking lakers jerseyz haha enjoy ur time buddy
5212,0,wish didnt go work tonight
5213,0,phone stubborn think gene something
5214,0,sooooo dropped phone text tweet me currently banging face spike covered poison ivy infested wall
5215,0,want join live michigan
5216,0,hate watchn thing make sad n wana cry
5217,1,fixxatedstar aww thank soulmate haha
5218,0,jmorgan getting another one there s alfie
5219,0,eshsomajor dare u love making made email im stranger u never replied
5220,1,looking website working
5221,1,happy juddday
5222,1,rocknrollqueene loretta aston welcome twitter let know question would love help
5223,1,love rain im golfing
5224,1,starbucks
5225,0,filming carnival music video reminds cherry festival used go back home ahhh memory
5226,1,timdifford ohhh beautiful place hols go steady mead
5227,0,chocolovere feel way every day
5228,0,well glorious weekend bloody raining nice bh order then
5229,0,emo zaboo ok hurt abit thought good job rude people could understand x
5230,0,booo meanie victoria teasing piece cheese http twitpic com rt
5231,1,joined twitter hiya world
5232,1,water horse movie totally making want go scotland want water horse lol
5233,0,going miss reemer couple month tour
5234,0,rebeccanavarro banditta sorry back food calling name lol all good hi sorry said sooner lol
5235,1,yay dad agreed pay tuition equipment yipee till nxt jan tho
5236,1,iampritty oh outside glad see melt
5237,0,shaniquadenise sooo lucky fiance away w the marine corp haven t even seen yet
5238,1,super massive sandwich mom made last night ohh yummy btw happy mother s day mom
5239,0,erica know right
5240,0,car broke down time start looking getting another one thing another
5241,1,right need breakfast let s see make tweeting thinking bloke multitasking lol
5242,1,rosehwang good evening rose
5243,0,charlies roastbeef mostaza manejamos wtf
5244,1,staring sunshine office window
5245,1,david n wilson c mon like superpower explanation better lol
5246,1,last day last time visit parent unmarried woman http bit ly moqn
5247,0,sad christian lacroix file bankruptcy
5248,0,anothrstupidkid lucky bed ice cream sore couch cardboard
5249,1,go work tomorrow good time revision though
5250,0,bye bye edinburgh want leave
5251,0,hypernyck get ticket picking lookin slim soo prob
5252,1,think im becoming obsessed mgmt kid lt
5253,0,wish outside thats thing thats gonna kill work day everyday summer
5254,1,watching cavs
5255,1,ahh saved mowing lawn rain plenty time go kayaking blessed rain god
5256,1,awesome day zoo yesdy gettin ready church yay
5257,0,aweekes haha nope altho train back leeds booked hour early let change
5258,1,kinda done trying ugh oh well worth effort long day tomorrow night tweeter
